,TransRequestedRange,20000per byte,--,,4E20,32,16,1,0,,
,TransCurrentRange,20000per byte,--,,4E20,48,16,1,0,,
8,Receive,394.9969,ASC3,18FE592F,00FE59,2F,--,Extend,Data frm,08,FF FF 15 7D E8 7C DC 7C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,RelativeLevelFrontAxleLeft,3353.5mm,--,,FFFF,0,16,0.1,-3200,,
,RelativeLevelFrontAxleRight,2.800000000000182mm,--,,7D1C,16,16,0.1,-3200,,
,RelativeLevelRearAxleLeft,-1.699999999999818mm,--,,7CEF,32,16,0.1,-3200,,
,RelativeLevelRearAxleRight,-2mm,--,,7CEC,48,16,0.1,-3200,,
9,Receive,395.0677,--,19FF4150,01FF41,50,--,Extend,Data frm,08,00 E0 01 00 03 D0 FF 9A ,,
10,Receive,395.0551,EEC1,0CF00400,00F004,00,--,Extend,Data frm,08,F0 7D 89 19 11 FF FF 89 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngTorqueMode,0,--,,0,0,4,1,0,,
,ActlEngPrcntTorqueHighResolution,15%,--,,F,4,4,1,0,,
,DriversDemandEngPercentTorque,0%,--,,7D,8,8,1,-125,,
,ActualEngPercentTorque,12%,--,,89,16,8,1,-125,,
,EngSpeed,545.375rpm,--,,110B,24,16,0.125,0,,
,SrcAddrssOfCntrllngDvcForEngCtrl,255,--,,FF,40,8,1,0,,
,EngStarterMode,15,not available,,F,48,4,1,0,,
,EngDemandPercentTorque,12%,--,,89,56,8,1,-125,,
11,Receive,395.0606,TCO1,0CFE6CEE,00FE6C,EE,--,Extend,Data frm,08,FF FF FF FF 00 00 00 00 ,Tachograph,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Driver1WorkingState,7,Not available,,7,0,3,1,0,,
,Driver2WorkingState,7,Not available,,7,3,3,1,0,,
,VehicleMotion,3,Not available,,3,6,2,1,0,,
,Driver1TimeRelatedStates,15,Not available,,F,8,4,1,0,,
,DriverCardDriver1,3,Not available,,3,12,2,1,0,,
,VehicleOverspeed,3,Not available,,3,14,2,1,0,,
,Driver2TimeRelatedStates,15,Not available,,F,16,4,1,0,,
,DriverCardDriver2,3,Not available,,3,20,2,1,0,,
,SystemEvent,3,Not available,,3,24,2,1,0,,
,HandlingInformation,3,Not available,,3,26,2,1,0,,
,TachographPerformance,3,Not available,,3,28,2,1,0,,
,DirectionIndicator,3,Not available,,3,30,2,1,0,,
,TachographOutputShaftSpeed,0rpm,--,,0,32,16,0.125,0,,
,TachographVehicleSpeed,0km/h,--,,0,48,16,0.0039062485409696,0,,
12,Receive,395.0609,--,0CFF3127,00FF31,27,--,Extend,Data frm,08,FF FF 00 C0 FF FF FF FF ,,
13,Receive,395.0603,--,0CFF7427,00FF74,27,--,Extend,Data frm,08,FF FF F4 00 3F FF FF FF ,,
14,Receive,395.0615,--,18FFB727,00FFB7,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF C3 ,,
15,Receive,395.0618,--,19FF5827,01FF58,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
16,Receive,395.0624,--,19FF8B27,01FF8B,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
17,Receive,395.0612,ETC1,0CF00203,00F002,03,--,Extend,Data frm,08,CC 00 00 FF FC 26 11 03 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,TransDrivelineEngaged,0,Driveline disengaged,,0,0,2,1,0,,
,TrnsTorqueConverterLockupEngaged,3,Not available,,3,2,2,1,0,,
,TransShiftInProcess,0,Shift is not in process,,0,4,2,1,0,,
,TrnsTrqCnvrtrLckpTrnstnInProcess,3,Not available,,3,6,2,1,0,,
,TransOutputShaftSpeed,0rpm,--,,0,8,16,0.125,0,,
,PercentClutchSlip,102%,--,,FF,24,8,0.4,0,,
,EngMomentaryOverspeedEnable,0,Momentary engine overspeed is disabled,,0,32,2,1,0,,
,ProgressiveShiftDisable,3,Take no action,,3,34,2,1,0,,
,MomentaryEngMaxPowerEnable,3,not available,,3,36,2,1,0,,
,TransInputShaftSpeed,549.25rpm,--,,112A,40,16,0.125,0,,
,SrcAddrssOfCntrllngDvcFrTrnsCtrl,3,--,,3,56,8,1,0,,
18,Receive,395.0526,--,18FFB7E6,00FFB7,E6,--,Extend,Data frm,08,FF 3F FF FF F3 00 FF FF ,,
19,Receive,395.0621,--,0CFF415A,00FF41,5A,--,Extend,Data frm,08,7F 7D 7F 7D 7F 7D FF FF ,,
20,Receive,395.0523,--,19FF8FE6,01FF8F,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
21,Receive,395.0679,HRW,08FE6E0B,00FE6E,0B,--,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,FrontAxleLeftWheelSpeed,0km/h,--,,0,0,16,0.0039062485409696,0,,
,FrontAxleRightWheelSpeed,0km/h,--,,0,16,16,0.0039062485409696,0,,
,RearAxleLeftWheelSpeed,0km/h,--,,0,32,16,0.0039062485409696,0,,
,RearAxleRightWheelSpeed,0km/h,--,,0,48,16,0.0039062485409696,0,,
22,Receive,395.0668,--,18FFCB5A,00FFCB,5A,--,Extend,Data frm,08,FF FF 0C 00 FB FF 00 0F ,,
23,Receive,395.0484,VDC2,14F0090B,00F009,0B,--,Extend,Data frm,08,49 7E 60 7F 7D F7 7B 7C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,SteerWheelAngle,0.2260705314762603rad,--,,7E67,0,16,0.00097654657225119,-31.374,,
,SteerWheelTurnCounter,0turns,--,,20,16,6,1,-32,,
,SteerWheelAngleSensorType,1,Absolute measuring principle,,1,22,2,1,0,,
,YawRate,0.0004270484785839912rad/s,--,,7D83,24,16,0.00012201385106217,-3.92,,
,LateralAcceleration,-0.1721163333593765m/s�,--,,7C1F,40,16,0.00048827328612559,-15.687,,
,LongitudinalAcceleration,0m/s�,--,,7D,56,8,0.1,-12.5,,
24,Receive,395.0210,--,0CFF9C11,00FF9C,11,--,Extend,Data frm,08,00 3C 00 00 29 F0 00 DD ,,
25,Receive,394.9704,--,18FFEB27,00FFEB,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
26,Receive,394.9707,--,19FF5927,01FF59,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
27,Receive,395.0635,--,0DFF30E6,01FF30,E6,--,Extend,Data frm,08,B0 0F FB B0 FF FB 00 FF ,,
28,Receive,395.0638,--,19FF5AE6,01FF5A,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
29,Receive,394.9750,--,19FF6F1E,01FF6F,1E,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
30,Receive,395.0568,EBC5,18FDC40B,00FDC4,0B,--,Extend,Data frm,08,1C 00 19 FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BrakeTempWarning,0,Not Active,,0,0,2,1,0,,
,HaltBrakeMode,7,Not available,,7,2,3,1,0,,
,HillHolderMode,0,Inactive,,0,5,3,1,0,,
,FoundationBrakeUse,0,Foundation brakes not in use,,0,8,2,1,0,,
,XBRSystemState,0,Any external brake demand will be accepted brake system fully operational,,0,10,2,1,0,,
,XBRActiveCtrlMode,0,No brake demand being executed default mode,,0,12,4,1,0,,
,XBRAccelerationLimit,12.5m/s�,--,,19,16,8,1,-12.5,,
,PrkngBrakeActuatorFullyActivated,3,Not available,,3,24,2,1,0,,
31,Receive,395.0671,EEC2,0CF00300,00F003,00,--,Extend,Data frm,08,F1 00 1C FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,AccelPedal1LowIdleSwitch,1,Accelerator pedal 1 in low idle condition,,1,0,2,1,0,,
,AccelPedalKickdownSwitch,0,Kickdown passive,,0,2,2,1,0,,
,RoadSpeedLimitStatus,3,Not available,,3,4,2,1,0,,
,AccelPedal2LowIdleSwitch,3,Not available,,3,6,2,1,0,,
,AccelPedalPos1,0%,--,,0,8,8,0.4,0,,
,EngPercentLoadAtCurrentSpeed,28%,--,,1C,16,8,1,0,,
,RemoteAccelPedalPos,102%,--,,FF,24,8,0.4,0,,
,AccelPedalPos2,102%,--,,FF,32,8,0.4,0,,
,VhcleAccelerationRateLimitStatus,3,Not available,,3,40,2,1,0,,
,MmntaryEngMaxPowerEnableFeedback,3,dont care,,3,42,2,1,0,,
,DPFThermalManagementActive,3,Dont care,,3,44,2,1,0,,
,SCRThermalManagementActive,3,Dont care,,3,46,2,1,0,,
,ActlMaxAvailableEngPercentTorque,102%,--,,FF,48,8,0.4,0,,
,EstPumpingPercentTorque,130%,--,,FF,56,8,1,-125,,
32,Receive,395.0674,LFE,18FEF200,00FEF2,00,--,Extend,Data frm,08,42 00 00 00 FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngFuelRate,3.35L/h,--,,43,0,16,0.05,0,,
,EngInstantaneousFuelEconomy,0km/L,--,,0,16,16,0.0019531553964672,0,,
,EngAverageFuelEconomy,128.0000389074779km/L,--,,FFFF,32,16,0.0019531553964672,0,,
,EngThrottleValve1Pos,102%,--,,FF,48,8,0.4,0,,
,EngThrottleValve2Pos,102%,--,,FF,56,8,0.4,0,,
33,Receive,394.5768,DM1,18FECA03,00FECA,03,--,Extend,Data frm,08,F3 FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ProtectLampStatus,3,Not available,,3,0,2,1,0,,
,AmberWarningLampStatus,0,Lamp off,,0,2,2,1,0,,
,RedStopLampState,3,Not available,,3,4,2,1,0,,
,MalfunctionIndicatorLampStatus,3,Not available,,3,6,2,1,0,,
,FlashProtectLamp,3,Unavailable / Do Not Flash,,3,8,2,1,0,,
,FlashAmberWarningLamp,3,Unavailable / Do Not Flash,,3,10,2,1,0,,
,FlashRedStopLamp,3,Unavailable / Do Not Flash,,3,12,2,1,0,,
,FlashMalfuncIndicatorLamp,3,Unavailable / Do Not Flash,,3,14,2,1,0,,
,DTC1,4294967295,--,,FFFFFFFF,16,32,1,0,,
,DTC2,65535,--,,FFFF,48,32,1,0,,
,DTC3,0,--,,0,80,32,1,0,,
,DTC4,0,--,,0,112,32,1,0,,
,DTC5,0,--,,0,144,32,1,0,,
34,Receive,394.9809,--,10FF8E11,00FF8E,11,--,Extend,Data frm,08,00 3C 00 FB 3F FC FF F0 ,,
35,Receive,394.9729,--,18FF4FE6,00FF4F,E6,--,Extend,Data frm,08,FF FF F8 FF FF FF FF FF ,,
36,Receive,394.9726,--,0CFFFCE6,00FFFC,E6,--,Extend,Data frm,08,FF 0F DC FF 00 FB FF FF ,,
37,Receive,394.9732,--,19FF5BE6,01FF5B,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
38,Receive,394.9850,--,18FF961E,00FF96,1E,--,Extend,Data frm,08,3F FF FF FF FF FF FF FF ,,
39,Receive,394.9885,ERC1,18F00010,00F000,10,--,Extend,Data frm,08,C0 7D 7D FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,RetarderTorqueMode,0,--,,0,0,4,1,0,,
,RetarderEnableBrakeAssistSwitch,0,Retarder brake assist disabled,,0,4,2,1,0,,
,RetarderEnableShiftAssistSwitch,3,Not available,,3,6,2,1,0,,
,ActualRetarderPercentTorque,0%,--,,7D,8,8,1,-125,,
,IntendedRetarderPercentTorque,0%,--,,7D,16,8,1,-125,,
,EngCoolantLoadIncrease,3,Not available,,3,24,2,1,0,,
,RetarderRequestingBrakeLight,3,Not available/Take no action,,3,26,2,1,0,,
,RetarderRoadSpeedLimitSwitch,3,Not Available,,3,28,2,1,0,,
,RetarderRoadSpeedExceededStatus,3,Dont care/Take no action,,3,30,2,1,0,,
,SrcAddrssOfCntrllngDvcFrRtrdrCtr,255,--,,FF,32,8,1,0,,
,DrvrsDemandRetarderPercentTorque,130%,--,,FF,40,8,1,-125,,
,RetarderSelectionNonengine,102%,--,,FF,48,8,0.4,0,,
,ActlMxAvlblRetarderPercentTorque,130%,--,,FF,56,8,1,-125,,
40,Receive,394.9904,--,18FFCD27,00FFCD,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
41,Receive,394.9907,--,0CFF1A11,00FF1A,11,--,Extend,Data frm,08,00 FC FF FF FF 3F FF FF ,,
42,Receive,394.9910,--,0CFF6327,00FF63,27,--,Extend,Data frm,08,34 13 3F 00 C0 1F C0 C3 ,,
43,Receive,394.9913,--,10FF8F11,00FF8F,11,--,Extend,Data frm,08,FF FF 07 FC 00 FF FF FF ,,
44,Receive,394.9821,--,18FFFBE6,00FFFB,E6,--,Extend,Data frm,08,DF FF FF FA FF E3 FF 03 ,,
45,Receive,394.9824,--,18FF4CE6,00FF4C,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
46,Receive,394.9827,--,19FF82E6,01FF82,E6,--,Extend,Data frm,08,18 C0 F8 3F FF C0 FF FC ,,
47,Receive,394.9950,--,18FFB81E,00FFB8,1E,--,Extend,Data frm,08,FF FF 8F FC FF FF FF FF ,,
48,Receive,394.9888,DPFC1,18FD7C00,00FD7C,00,--,Extend,Data frm,08,FF 8F 01 00 00 00 E3 F3 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,DieselParticulateFilterLampCmd,7,not available,,7,0,3,1,0,,
,DslPrtcltFltrPssvRgnrationStatus,3,not available,,3,8,2,1,0,,
,DslPrtcltFltrActvRgnrationStatus,3,not available,,3,10,2,1,0,,
,DieselParticulateFilterStatus,0,Regeneration not needed,,0,12,3,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdStt,1,inhibited,,1,16,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTI,0,not inhibited,,0,18,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTC,0,not inhibited,,0,20,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTS,0,not inhibited,,0,22,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTP,0,not inhibited,,0,24,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTA,0,not inhibited,,0,26,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTO,0,notInhibited,,0,28,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhb_0002,0,notInhibited,Speed,0,30,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhb_0001,0,notInhibited,,0,32,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTL,0,not inhibited,,0,34,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTS,0,--,,0,36,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTS,0,--,,0,38,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTT,0,not inhibited,,0,40,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhb_0000,0,notInhibited,,0,42,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTE,0,notInhibited,,0,44,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTV,0,notInhibited,Speed,0,46,2,1,0,,
,DslPrtcltFltrAtmtcActvRgnrtnIntt,3,not available,,3,48,2,1,0,,
,ExhaustSystemHighTempLampCmd,0,Off,,0,50,3,1,0,,
,DslPrtcltFltrActvRgnrtnFrcdSttus,7,not available,,7,53,3,1,0,,
49,Receive,394.9867,EBC1,18F0010B,00F001,0B,--,Extend,Data frm,08,00 00 FF FF FF 01 0B FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ASREngCtrlActive,0,ASR engine control passive but installed,,0,0,2,1,0,,
,ASRBrakeCtrlActive,0,ASR brake control passive but installed,,0,2,2,1,0,,
,AntiLockBrakingActive,0,ABS passive but installed,,0,4,2,1,0,,
,EBSBrakeSwitch,0,Brake pedal is not being pressed,,0,6,2,1,0,,
,BrakePedalPos,0%,--,,0,8,8,0.4,0,,
,ABSOffroadSwitch,3,Not available,,3,16,2,1,0,,
,ASROffroadSwitch,3,Not available,,3,18,2,1,0,,
,ASRHillHolderSwitch,3,Not available,,3,20,2,1,0,,
,TractionCtrlOverrideSwitch,3,Not available or not installed,,3,22,2,1,0,,
,AccelInterlockSwitch,3,Not available,,3,24,2,1,0,,
,EngDerateSwitch,3,Not available,,3,26,2,1,0,,
,EngAuxShutdownSwitch,3,Not available,,3,28,2,1,0,,
,RemoteAccelEnableSwitch,3,Not available,,3,30,2,1,0,,
,EngRetarderSelection,102%,--,,FF,32,8,0.4,0,,
,ABSFullyOperational,1,Fully Operational,,1,40,2,1,0,,
,EBSRedWarningSignal,0,Off,,0,42,2,1,0,,
,ABS_EBSAmberWarningSignal,0,Off,,0,44,2,1,0,,
,ATC_ASRInformationSignal,0,Off,,0,46,2,1,0,,
,SrcAddrssOfCntrllngDvcFrBrkeCtrl,11,--,,B,48,8,1,0,,
,HaltBrakeSwitch,3,Not available,,3,58,2,1,0,,
,TrailerABSStatus,3,Trailer ABS Status Information Not Available or Parameter Not Supported,,3,60,2,1,0,,
,TrctrMntdTrailerABSWarningSignal,3,Take no action,,3,62,2,1,0,,
50,Receive,394.9870,EBC2,18FEBF0B,00FEBF,0B,--,Extend,Data frm,08,00 00 7D 7D 7D 7D FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,FrontAxleSpeed,0km/h,--,,0,0,16,0.0039062485409696,0,,
,RelativeSpeedFrontAxleLeftWheel,0km/h,--,,7D,16,8,0.0625,-7.8125,,
,RelativeSpeedFrontAxleRightWheel,0km/h,--,,7D,24,8,0.0625,-7.8125,,
,RelativeSpeedRearAxle1LeftWheel,0km/h,--,,7D,32,8,0.0625,-7.8125,,
,RelativeSpeedRearAxle1RightWheel,0km/h,--,,7D,40,8,0.0625,-7.8125,,
,RelativeSpeedRearAxle2LeftWheel,8.125km/h,--,,FF,48,8,0.0625,-7.8125,,
,RelativeSpeedRearAxle2RightWheel,8.125km/h,--,,FF,56,8,0.0625,-7.8125,,
51,Receive,395.0554,CL,18D0FF17,00D000,17,FF,Extend,Data frm,08,FA 00 FA FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,IlluminationBrightnessPercent,250%,--,,FA,0,8,1,0,,
52,Receive,395.0008,CCVS,18FEF127,00FEF1,27,--,Extend,Data frm,08,C7 00 00 C4 03 3C 00 FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,TwoSpeedAxleSwitch,3,Not available,,3,0,2,1,0,,
,ParkingBrakeSwitch,1,Parking brake set,,1,2,2,1,0,,
,CruiseCtrlPauseSwitch,0,Off,,0,4,2,1,0,,
,ParkBrakeReleaseInhibitRq,3,Unavailable,,3,6,2,1,0,,
,WheelBasedVehicleSpeed,0km/h,--,,0,8,16,0.0039062485409696,0,,
,CruiseCtrlActive,0,Cruise control switched off,,0,24,2,1,0,,
,CruiseCtrlEnableSwitch,1,Cruise control enabled,,1,26,2,1,0,,
,BrakeSwitch,0,Brake pedal released,,0,28,2,1,0,,
,ClutchSwitch,3,Not available,,3,30,2,1,0,,
,CruiseCtrlSetSwitch,3,Not available,,3,32,2,1,0,,
,CruiseCtrlCoastSwitch,0,Cruise control activator not in the position coast,,0,34,2,1,0,,
,CruiseCtrlResumeSwitch,0,Cruise control activator not in the position resume,,0,36,2,1,0,,
,CruiseCtrlAccelerateSwitch,0,Cruise control activator not in the position accelerate,,0,38,2,1,0,,
,CruiseCtrlSetSpeed,60km/h,--,,3C,40,8,1,0,,
,PTOGovernorState,0,Off/Disabled,,0,48,5,1,0,,
,CruiseCtrlStates,0,Off/Disabled,,0,53,3,1,0,,
,EngIdleIncrementSwitch,3,Not available,,3,56,2,1,0,,
,EngIdleDecrementSwitch,3,Not available,,3,58,2,1,0,,
,EngTestModeSwitch,3,Not available,,3,60,2,1,0,,
,EngShutdownOverrideSwitch,3,Not available,,3,62,2,1,0,,
53,Receive,395.0017,--,19FF6B27,01FF6B,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
54,Receive,394.9927,--,0DFF40E6,01FF40,E6,--,Extend,Data frm,08,FF FC F8 FF FF FF FF FC ,,
55,Receive,394.9930,--,18FFCEE6,00FFCE,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
56,Receive,394.6049,--,18FFB11E,00FFB1,1E,--,Extend,Data frm,08,00 00 00 30 04 C3 CF F0 ,,
57,Receive,394.9876,VDC1,18FE4F0B,00FE4F,0B,--,Extend,Data frm,08,F4 00 FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,VDCInformationSignal,0,Off,,0,0,2,1,0,,
,VDCFullyOperational,1,Fully operational,,1,2,2,1,0,,
,VDCBrakeLightRq,3,Dont care/Take no action,,3,4,2,1,0,,
,ROPEngCtrlActive,0,ROP engine control passive but installed,,0,8,2,1,0,,
,ROPBrakeCtrlActive,0,ROP brake control passive but installed,,0,10,2,1,0,,
,YCEngCtrlActive,0,YC engine control passive but installed,,0,12,2,1,0,,
,YCBrakeCtrlActive,0,YC brake control passive but installed,,0,14,2,1,0,,
58,Receive,394.9882,--,18FF400B,00FF40,0B,--,Extend,Data frm,08,03 73 00 00 E8 01 FF AF ,,
59,Receive,395.0105,--,19FF6C27,01FF6C,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
60,Receive,395.0023,--,19FF6EE6,01FF6E,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
61,Receive,395.0026,--,18FFECE6,00FFEC,E6,--,Extend,Data frm,08,F0 FC FF FF FF FF 5C 15 ,,
62,Receive,395.0168,--,18FF6E03,00FF6E,03,--,Extend,Data frm,08,35 0F CB 07 1F E8 00 00 ,,
63,Receive,394.2070,DM1,18FECA30,00FECA,30,--,Extend,Data frm,08,F3 FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ProtectLampStatus,3,Not available,,3,0,2,1,0,,
,AmberWarningLampStatus,0,Lamp off,,0,2,2,1,0,,
,RedStopLampState,3,Not available,,3,4,2,1,0,,
,MalfunctionIndicatorLampStatus,3,Not available,,3,6,2,1,0,,
,FlashProtectLamp,3,Unavailable / Do Not Flash,,3,8,2,1,0,,
,FlashAmberWarningLamp,3,Unavailable / Do Not Flash,,3,10,2,1,0,,
,FlashRedStopLamp,3,Unavailable / Do Not Flash,,3,12,2,1,0,,
,FlashMalfuncIndicatorLamp,3,Unavailable / Do Not Flash,,3,14,2,1,0,,
,DTC1,4294967295,--,,FFFFFFFF,16,32,1,0,,
,DTC2,65535,--,,FFFF,48,32,1,0,,
,DTC3,0,--,,0,80,32,1,0,,
,DTC4,0,--,,0,112,32,1,0,,
,DTC5,0,--,,0,144,32,1,0,,
64,Receive,395.0222,--,18FF8227,00FF82,27,--,Extend,Data frm,08,FF FF FF F9 FF FF FF CF ,,
65,Receive,395.0225,--,19FF8827,01FF88,27,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
66,Receive,395.0139,DC1,18FE4EE6,00FE4E,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,PosOfDoors,15,Not available,,F,0,4,1,0,,
,Ramp_WheelChairLiftPos,3,Not available,,3,4,2,1,0,,
,Status2OfDoors,3,not available,,3,6,2,1,0,,
67,Receive,395.0142,--,19FF53E6,01FF53,E6,--,Extend,Data frm,08,F0 FF FF FF FF FF FF FF ,,
68,Receive,395.0145,--,19FF6FE6,01FF6F,E6,--,Extend,Data frm,08,FF FF FF FF FF FF FF FF ,,
69,Receive,395.0268,--,18FFED03,00FFED,03,--,Extend,Data frm,08,00 E0 FF FF FF FF F8 FF ,,
70,Receive,395.0174,ASC2,0CD2FF47,00D200,47,FF,Extend,Data frm,08,7F 00 F0 FF FF FF 3F F1 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,AutomaticTractionHelp,3,Dont care,,3,0,2,1,0,,
,KneelingRqLeftSide,3,Dont care/take no action,,3,2,2,1,0,,
,KneelingRqRightSide,3,Dont care/take no action,,3,4,2,1,0,,
,KneelingCtrlModeRq,1,Manually actuated,,1,6,2,1,0,,
,NominalLevelRqFrontAxle,0,No level request,,0,8,4,1,0,,
,NominalLevelRqRearAxle,0,No level request,,0,12,4,1,0,,
,LevelCtrlModeRq,0,Normal operation ie the system performs a pure control of the vehicle height,,0,16,4,1,0,,
,LiftAxle1PosCmd,3,Dont care/take no action,,3,20,2,1,0,,
,LiftAxle2PosCmd,3,Dont care/take no action,,3,22,2,1,0,,
,DamperStiffnessRqFrontAxle,255%,--,,FF,24,8,1,0,,
,DamperStiffnessRqRearAxle,255%,--,,FF,32,8,1,0,,
,DamperStiffnessRqLift_TagAxle,255%,--,,FF,40,8,1,0,,
,KneelingCmdFrontAxle,3,Dont care/take no action,,3,48,2,1,0,,
,KneelingCmdRearAxle,3,Dont care/take no action,,3,50,2,1,0,,
,ProhibitAirSuspensionCtrl,3,Not available,,3,52,2,1,0,,
,AllowLevelCtrlDuringBrakingCmd,0,Disallow level control during braking normal operation,,0,54,2,1,0,,
