Index,Direction,Timesteamp,Name,ID,PGN(H),Addr Src(H),Addr Dst(H),Format,Type,Length,Data,Comment,
1,Receive,604.8628,ETC1,0CF00203,00F002,03,--,Extend,Data frm,08,CC 00 00 02 FC 9D 10 FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,MaxVehicleSpeedLimit,180km/h,--,,B4,0,8,1,0,,
,CruiseCtrlHighSetLimitSpeed,90km/h,--,,5A,8,8,1,0,,
,CruiseCtrlLowSetLimitSpeed,0km/h,--,,0,16,8,1,0,,
38,Receive,604.7905,LFI,1CFEB300,00FEB3,00,--,Extend,Data frm,08,00 00 00 00 FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,TotalEngPTOGovernorFuelUsed,0L,--,,0,0,32,0.5,0,,
,TripAverageFuelRate,3276.75L/h,--,,FFFF,32,16,0.05,0,,
,FlexibleFuelPercentage,1023%,--,,3FF,48,10,1,0,,
39,Receive,604.0804,TPCM,18ECFF00,00EC00,00,FF,Extend,Data frm,08,20 22 00 05 FF E3 FE 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ControlByte,32,BAM,,20,0,8,1,0,,
,PGNumber,65251,--,,FEE3,40,24,1,0,,
40,Receive,604.0807,--,18FF8800,00FF88,00,--,Extend,Data frm,08,45 48 4A 1E 1F 24 21 1C ,,
41,Receive,604.5865,--,18FF8400,00FF84,00,--,Extend,Data frm,08,33 12 11 C9 00 01 C7 FF ,,
42,Receive,604.1807,--,18FF8900,00FF89,00,--,Extend,Data frm,08,00 00 00 00 00 89 64 00 ,,
43,Receive,604.3287,VDHR,18FEC100,00FEC1,00,--,Extend,Data frm,08,0A FE 6F 04 0A FE 6F 04 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,HghRsolutionTotalVehicleDistance,372241.9686740592km,--,,46FFE0A,0,32,0.0049999999821898,0,,
,HighResolutionTripDistance,372241.9686740592km,--,,46FFE0A,32,32,0.0049999999821898,0,,
44,Receive,0.0000,EC1,18FEE300,00FEE3,00,--,Extend,Data frm,34,9D 10 B9 90 38 CE 20 1C D7 60 22 DF C0 2B E0 60 3B FF FF 89 08 60 3B FA 32 BE FF FF FF FF DB 00 B8 0B ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngSpeedAtIdlePoint1,627.75rpm,--,,139E,0,16,0.125,0,,
,EngPercentTorqueAtIdlePoint1,60%,--,,B9,16,8,1,-125,,
,EngSpeedAtPoint2,1810rpm,--,,3890,24,16,0.125,0,,
,EngPercentTorqueAtPoint2,81%,--,,CE,40,8,1,-125,,
,EngSpeedAtPoint3,900rpm,--,,1C20,48,16,0.125,0,,
,EngPercentTorqueAtPoint3,90%,--,,D7,64,8,1,-125,,
,EngSpeedAtPoint4,1100rpm,--,,2260,72,16,0.125,0,,
,EngPercentTorqueAtPoint4,98%,--,,DF,88,8,1,-125,,
,EngSpeedAtPoint5,1400rpm,--,,2BC0,96,16,0.125,0,,
,EngPercentTorqueAtPoint5,99%,--,,E0,112,8,1,-125,,
,EngSpeedAtHighIdlePoint6,1900rpm,--,,3B60,120,16,0.125,0,,
,EngGain,51.20001556299118%/rpm,--,,FFFF,136,16,0.00078126215858688,0,,
,EngReferenceTorque,2185Nm,--,,889,152,16,1,0,,
,EngMxMmentaryOverrideSpeedPoint7,1900rpm,--,,3B60,168,16,0.125,0,,
,EngMaxMomentaryOverrideTimeLimit,25s,--,,FA,184,8,0.1,0,,
,EngRqstdSpeedCtrlRangeLowerLimit,500rpm,--,,32,192,8,10,0,,
,EngRqstdSpeedCtrlRangeUpperLimit,1900rpm,--,,BE,200,8,10,0,,
,EngRqstdTrqueCtrlRangeLowerLimit,130%,--,,FF,208,8,1,-125,,
,EngRqstdTrqueCtrlRangeUpperLimit,130%,--,,FF,216,8,1,-125,,
,EngExRngRqstdSpdCtrlRngUpprLimit,8191.875rpm,--,,FFFF,224,16,0.125,0,,
,EngMomentOfInertia,219kg-m^2,--,,DB,240,16,1,0,,
,EngDefaultTorqueLimit,3000Nm,--,,BB8,256,16,1,0,,
,SupportVariableRateTSC1Message,0,--,,0,272,8,1,0,,
,SupportTSC1CtrlPurposeGroup1,0,--,,0,280,8,1,0,,
,SupportTSC1CtrlPurposeGroup2,0,--,,0,288,8,1,0,,
,SupportTSC1CtrlPurposeGroup3,0,--,,0,296,8,1,0,,
,SupportTSC1CtrlPurposeGroup4,0,--,,0,304,8,1,0,,
45,Receive,604.5287,ET1,18FEEE00,00FEEE,00,--,Extend,Data frm,08,58 45 20 1D FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngCoolantTemp,41deg C,--,,51,0,8,1,-40,,
,EngFuelTemp1,28deg C,--,,44,8,8,1,-40,,
,EngOilTemp1,-40deg C,--,,1D20,16,16,0.03125,-273,,
,EngTurboOilTemp,1774.96875deg C,--,,FFFF,32,16,0.03125,-273,,
,EngIntercoolerTemp,215deg C,--,,FF,48,8,1,-40,,
,EngIntercoolerThermostatOpening,102%,--,,FF,56,8,0.4,0,,
46,Receive,604.5825,TPCM,18ECFF0F,00EC00,0F,FF,Extend,Data frm,08,20 13 00 03 FF E1 FE 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ControlByte,32,BAM,,20,0,8,1,0,,
,PGNumber,65249,--,,FEE1,40,24,1,0,,
47,Receive,0.0000,RC,18FEE10F,00FEE1,0F,--,Extend,Data frm,19,03 00 A0 0F 73 60 3B 1E 60 22 2B C0 2B 17 60 3B F1 03 FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,RetarderType,3,Compression Release Engine retarder,,3,0,4,1,0,,
,RetarderLocation,0,Primary Engine Compression Release Brake Engine rpm,,0,4,4,1,0,,
,RetarderCtrlMethod,0steps,--,,0,8,8,1,0,,
,RetarderSpeedAtIdlePoint1,500rpm,--,,FA0,16,16,0.125,0,,
,PercentTorqueAtIdlePoint1,-10%,--,,73,32,8,1,-125,,
,MaxRetarderSpeedPoint2,1900rpm,--,,3B60,40,16,0.125,0,,
,PercentTorqueAtMaxSpeedPoint2,-95%,--,,1E,56,8,1,-125,,
,RetarderSpeedAtPoint3,1100rpm,--,,2260,64,16,0.125,0,,
