Index,Direction,Timesteamp,Name,ID,PGN(H),Addr Src(H),Addr Dst(H),Format,Type,Length,Data,Comment,
1,Receive,698.6763,TSC1,0C000027,000000,27,00,Extend,Data frm,08,FC FF FF FF FF FF FF FF ,,
,AccelPedalKickdownSwitch,3,Not available,,3,2,2,1,0,,
,RoadSpeedLimitStatus,3,Not available,,3,4,2,1,0,,
,AccelPedal2LowIdleSwitch,3,Not available,,3,6,2,1,0,,
,AccelPedalPos1,102%,--,,FF,8,8,0.4,0,,
,EngPercentLoadAtCurrentSpeed,0%,--,,0,16,8,1,0,,
,RemoteAccelPedalPos,102%,--,,FF,24,8,0.4,0,,
,AccelPedalPos2,102%,--,,FF,32,8,0.4,0,,
,VhcleAccelerationRateLimitStatus,3,Not available,,3,40,2,1,0,,
,MmntaryEngMaxPowerEnableFeedback,3,dont care,,3,42,2,1,0,,
,DPFThermalManagementActive,0,DPF Thermal Management is not active,,0,44,2,1,0,,
,SCRThermalManagementActive,0,SCR Thermal Management is not active,,0,46,2,1,0,,
,ActlMaxAvailableEngPercentTorque,0%,--,,0,48,8,0.4,0,,
,EstPumpingPercentTorque,0%,--,,7D,56,8,1,-125,,
18,Receive,698.6477,TCO1,0CFE6CEE,00FE6C,EE,--,Extend,Data frm,08,00 FF FF C0 00 00 00 00 ,Tachograph,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Driver1WorkingState,0,Rest sleeping,,0,0,3,1,0,,
,Driver2WorkingState,0,Rest sleeping,,0,3,3,1,0,,
,VehicleMotion,0,Vehicle motion not detected,,0,6,2,1,0,,
,Driver1TimeRelatedStates,15,Not available,,F,8,4,1,0,,
,DriverCardDriver1,3,Not available,,3,12,2,1,0,,
,VehicleOverspeed,3,Not available,,3,14,2,1,0,,
,Driver2TimeRelatedStates,15,Not available,,F,16,4,1,0,,
,DriverCardDriver2,3,Not available,,3,20,2,1,0,,
,SystemEvent,0,No tachograph event,,0,24,2,1,0,,
,HandlingInformation,0,No handling information,,0,26,2,1,0,,
,TachographPerformance,0,Normal performance,,0,28,2,1,0,,
,DirectionIndicator,3,Not available,,3,30,2,1,0,,
,TachographOutputShaftSpeed,0rpm,--,,0,32,16,0.125,0,,
,TachographVehicleSpeed,0km/h,--,,0,48,16,0.0039062485409696,0,,
19,Receive,698.6200,ERC1,18F0000F,00F000,0F,--,Extend,Data frm,08,50 7D 7D FF 00 FF FF 7D ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,RetarderTorqueMode,0,--,,0,0,4,1,0,,
,RetarderEnableBrakeAssistSwitch,1,Retarder brake assist enabled,,1,4,2,1,0,,
,RetarderEnableShiftAssistSwitch,1,Retarder shift assist enabled,,1,6,2,1,0,,
,ActualRetarderPercentTorque,0%,--,,7D,8,8,1,-125,,
,IntendedRetarderPercentTorque,0%,--,,7D,16,8,1,-125,,
,EngCoolantLoadIncrease,3,Not available,,3,24,2,1,0,,
,RetarderRequestingBrakeLight,3,Not available/Take no action,,3,26,2,1,0,,
,RetarderRoadSpeedLimitSwitch,3,Not Available,,3,28,2,1,0,,
,RetarderRoadSpeedExceededStatus,3,Dont care/Take no action,,3,30,2,1,0,,
,SrcAddrssOfCntrllngDvcFrRtrdrCtr,0,--,,0,32,8,1,0,,
,DrvrsDemandRetarderPercentTorque,130%,--,,FF,40,8,1,-125,,
,RetarderSelectionNonengine,102%,--,,FF,48,8,0.4,0,,
,ActlMxAvlblRetarderPercentTorque,0%,--,,7D,56,8,1,-125,,
20,Receive,698.6234,IC1,18FEF600,00FEF6,00,--,Extend,Data frm,08,FF 30 48 30 FF 20 22 FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngDslPrtculateFilterIntakePress,127.5kPa,--,,FF,0,8,0.5,0,,
,EngIntakeManifold1Press,98kPa,--,,31,8,8,2,0,,
,EngIntakeManifold1Temp,30deg C,--,,46,16,8,1,-40,,
,EngAirIntakePress,98kPa,--,,31,24,8,2,0,,
,EngAirFilter1DiffPress,12.75kPa,--,,FF,32,8,0.05,0,,
,EngExhaustGasTemp,0deg C,--,,2220,40,16,0.03125,-273,,
,EngCoolantFilterDiffPress,127.5kPa,--,,FF,56,8,0.5,0,,
21,Receive,698.6240,LFE,18FEF200,00FEF2,00,--,Extend,Data frm,08,2A 00 00 00 D2 03 FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngFuelRate,0L/h,--,,0,0,16,0.05,0,,
,EngInstantaneousFuelEconomy,125.4999999999999km/L,--,,FAFF,16,16,0.0019531553964672,0,,
,EngAverageFuelEconomy,1.910185977744922km/L,--,,3D2,32,16,0.0019531553964672,0,,
,EngThrottleValve1Pos,102%,--,,FF,48,8,0.4,0,,
,EngThrottleValve2Pos,102%,--,,FF,56,8,0.4,0,,
22,Receive,698.6551,--,18FF0021,00FF00,21,--,Extend,Data frm,08,FF FF FF 3F FF FF FF FC ,,
23,Receive,698.6569,EEC2,0CF00327,00F003,27,--,Extend,Data frm,08,C1 00 15 FF FF 0F 72 79 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,AccelPedal1LowIdleSwitch,1,Accelerator pedal 1 in low idle condition,,1,0,2,1,0,,
,AccelPedalKickdownSwitch,0,Kickdown passive,,0,2,2,1,0,,
,RoadSpeedLimitStatus,0,Active,,0,4,2,1,0,,
,AccelPedal2LowIdleSwitch,3,Not available,,3,6,2,1,0,,
,AccelPedalPos1,0%,--,,0,8,8,0.4,0,,
,EngPercentLoadAtCurrentSpeed,0%,--,,0,16,8,1,0,,
,RemoteAccelPedalPos,102%,--,,FF,24,8,0.4,0,,
,AccelPedalPos2,102%,--,,FF,32,8,0.4,0,,
,VhcleAccelerationRateLimitStatus,3,Not available,,3,40,2,1,0,,
,MmntaryEngMaxPowerEnableFeedback,3,dont care,,3,42,2,1,0,,
,DPFThermalManagementActive,0,DPF Thermal Management is not active,,0,44,2,1,0,,
,SCRThermalManagementActive,0,SCR Thermal Management is not active,,0,46,2,1,0,,
,ActlMaxAvailableEngPercentTorque,0%,--,,0,48,8,0.4,0,,
,EstPumpingPercentTorque,0%,--,,7D,56,8,1,-125,,
24,Receive,697.7077,HOURS,18FEE500,00FEE5,00,--,Extend,Data frm,08,4E F6 01 00 26 C7 06 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,EngTotalHoursOfOperation,6429.400000000001hr,--,,1F64C,0,32,0.05,0,,
,EngTotalRevolutions,444194000r,--,,6C722,32,32,1000,0,,
25,Receive,698.6653,--,18FF6121,00FF61,21,--,Extend,Data frm,08,0F 3F FF FF F3 FF FF 00 ,,
26,Receive,698.6254,CCVS,18FEF127,00FEF1,27,--,Extend,Data frm,08,F7 00 00 00 00 00 03 F0 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,TwoSpeedAxleSwitch,3,Not available,,3,0,2,1,0,,
,ParkingBrakeSwitch,1,Parking brake set,,1,2,2,1,0,,
,CruiseCtrlPauseSwitch,3,Take No Action,,3,4,2,1,0,,
,ParkBrakeReleaseInhibitRq,3,Unavailable,,3,6,2,1,0,,
,WheelBasedVehicleSpeed,0km/h,--,,0,8,16,0.0039062485409696,0,,
,CruiseCtrlActive,0,Cruise control switched off,,0,24,2,1,0,,
,CruiseCtrlEnableSwitch,0,Cruise control disabled,,0,26,2,1,0,,
,BrakeSwitch,0,Brake pedal released,,0,28,2,1,0,,
,ClutchSwitch,1,Clutch pedal depressed,,1,30,2,1,0,,
,CruiseCtrlSetSwitch,0,Cruise control activator not in the position set,,0,32,2,1,0,,
,CruiseCtrlCoastSwitch,0,Cruise control activator not in the position coast,,0,34,2,1,0,,
,CruiseCtrlResumeSwitch,0,Cruise control activator not in the position resume,,0,36,2,1,0,,
,CruiseCtrlAccelerateSwitch,0,Cruise control activator not in the position accelerate,,0,38,2,1,0,,
,CruiseCtrlSetSpeed,0km/h,--,,0,40,8,1,0,,
,PTOGovernorState,0,Off/Disabled,,0,48,5,1,0,,
,CruiseCtrlStates,0,Off/Disabled,,0,53,3,1,0,,
,EngIdleIncrementSwitch,0,Off,,0,56,2,1,0,,
,EngIdleDecrementSwitch,0,Off,,0,58,2,1,0,,
,EngTestModeSwitch,3,Not available,,3,60,2,1,0,,
,EngShutdownOverrideSwitch,3,Not available,,3,62,2,1,0,,
27,Receive,698.6775,AIR1,18FEAE21,00FEAE,21,--,Extend,Data frm,08,FF FF 91 90 FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,PneumaticSupplyPress,2040kPa,--,,FF,0,8,8,0,,
,ParkingAnd_orTrailerAirPress,2040kPa,--,,FF,8,8,8,0,,
,ServiceBrakeCircuit1AirPress,712kPa,--,,59,16,8,8,0,,
,ServiceBrakeCircuit2AirPress,712kPa,--,,59,24,8,8,0,,
,AuxEquipmentSupplyPress,2040kPa,--,,FF,32,8,8,0,,
,AirSuspensionSupplyPress,2040kPa,--,,FF,40,8,8,0,,
,AirCompressorStatus,3,Not available,,3,48,2,1,0,,
28,Receive,697.7797,TRF1,18FEF803,00FEF8,03,--,Extend,Data frm,08,FF FF FF FF A0 25 FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ClutchPress,4080kPa,--,,FF,0,8,16,0,,
,TransOilLevel,102%,--,,FF,8,8,0.4,0,,
,TransFilterDiffPress,510kPa,--,,FF,16,8,2,0,,
,TransOilPress,4080kPa,--,,FF,24,8,16,0,,
,TransOilTemp,27deg C,--,,2580,32,16,0.03125,-273,,
,TransOilLevelHigh_Low,65L,--,,FF,48,8,0.5,-62.5,,
,TransOilLevelCountdownTimer,15,Not Available,,F,56,4,1,0,,
,TransOilLevelMeasurementStatus,15,Not available,,F,60,4,1,0,,
29,Receive,698.0175,TPCM,18ECFF0F,00EC00,0F,FF,Extend,Data frm,08,20 13 00 03 FF E1 FE 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ControlByte,32,BAM,,20,0,8,1,0,,
,PGNumber,65249,--,,FEE1,40,24,1,0,,
30,Receive,0.0000,RC,18FEE10F,00FEE1,0F,--,Extend,Data frm,19,14 01 20 1C 57 C0 5D 21 80 3E 2E C0 44 26 00 4B 4F 01 26 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,RetarderType,4,Exhaust,,4,0,4,1,0,,
,RetarderLocation,1,Primary Engine Exhaust Brake Exhaust pressure,,1,4,4,1,0,,
,RetarderCtrlMethod,1steps,--,,1,8,8,1,0,,
,RetarderSpeedAtIdlePoint1,900rpm,--,,1C20,16,16,0.125,0,,
,PercentTorqueAtIdlePoint1,-38%,--,,57,32,8,1,-125,,
,MaxRetarderSpeedPoint2,3000rpm,--,,5DC0,40,16,0.125,0,,
,PercentTorqueAtMaxSpeedPoint2,-92%,--,,21,56,8,1,-125,,
,RetarderSpeedAtPoint3,2000rpm,--,,3E80,64,16,0.125,0,,
,PercentTorqueAtPoint3,-79%,--,,2E,80,8,1,-125,,
,RetarderSpeedAtPoint4,2200rpm,--,,44C0,88,16,0.125,0,,
,PercentTorqueAtPoint4,-87%,--,,26,104,8,1,-125,,
,RetarderSpeedAtPeakTorquePoint5,2400rpm,--,,4B00,112,16,0.125,0,,
,ReferenceRetarderTorque,335Nm,--,,14F,128,16,1,0,,
,PercentTorqueAtPeakTorquePoint5,-87%,--,,26,144,8,1,-125,,
31,Receive,698.1204,DPFC1,18FD7C00,00FD7C,00,--,Extend,Data frm,08,F8 FC FF FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,DieselParticulateFilterLampCmd,0,Off,,0,0,3,1,0,,
,DslPrtcltFltrPssvRgnrationStatus,0,not active,,0,8,2,1,0,,
,DslPrtcltFltrActvRgnrationStatus,3,not available,,3,10,2,1,0,,
,DieselParticulateFilterStatus,7,not available,,7,12,3,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdStt,3,not available,,3,16,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTI,3,not available,,3,18,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTC,3,not available,,3,20,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTS,3,not available,,3,22,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTP,3,not available,,3,24,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTA,3,not available,,3,26,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTO,3,notAvailable,,3,28,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhb_0002,3,notAvailable,Speed,3,30,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhb_0001,3,notAvailable,,3,32,2,1,0,,
,DslPrtcltFltrActvRgnrtnInhbtdDTL,3,not available,,3,34,2,1,0,,
